date,periods,home_team,away_team,home_goal,away_goal
1931-04-05,1930,Juventus,US Alessandria 1912,4,1
1931-04-05,1930,Legnano,Pro Patria,0,0
1931-04-05,1930,US Livorno,Lazio,0,0
1931-04-26,1930,Casale,Roma,0,3
1931-04-26,1930,Torino,Pro Patria,3,1
1931-04-26,1930,Pro Vercelli,US Livorno,3,1
1931-04-26,1930,Lazio,Napoli,0,1
1931-04-26,1930,Unione Triestina,Modena FC,1,1
1931-04-26,1930,Brescia,Milan,3,0
1931-04-26,1930,Bologna,Genova 1893 Circolo del Calcio,1,1
1931-04-26,1930,Inter,US Alessandria 1912,2,0
1931-04-26,1930,Legnano,Juventus,1,2
1931-05-03,1930,Pro Patria,Brescia,3,0
1931-05-03,1930,Torino,Legnano,5,0
1931-05-03,1930,Roma,US Livorno,7,1
1931-05-03,1930,Pro Vercelli,Casale,1,1
1931-05-03,1930,Napoli,Juventus,1,2
1931-05-03,1930,Milan,Modena FC,3,1
1931-05-03,1930,Genova 1893 Circolo del Calcio,Lazio,2,0
1931-05-03,1930,US Alessandria 1912,Unione Triestina,4,1
1931-05-03,1930,Bologna,Inter,4,1
1931-05-10,1930,Genova 1893 Circolo del Calcio,Torino,3,2
1931-05-10,1930,Pro Patria,Casale,1,0
1931-05-10,1930,Modena FC,Bologna,0,2
1931-05-10,1930,Roma,Pro Vercelli,5,0
1931-05-10,1930,Brescia,Napoli,0,1
1931-05-10,1930,Inter,US Livorno,1,1
1931-05-10,1930,US Alessandria 1912,Lazio,1,3
1931-05-10,1930,Legnano,Milan,1,2
1931-05-10,1930,Juventus,Unione Triestina,4,0
1931-05-24,1930,Torino,Pro Vercelli,1,0
1931-05-24,1930,Unione Triestina,Brescia,0,4
1931-05-24,1930,Napoli,Inter,0,2
1931-05-24,1930,Milan,Genova 1893 Circolo del Calcio,1,2
1931-05-24,1930,Legnano,Modena FC,6,2
1931-05-24,1930,Lazio,Roma,2,2
1931-05-24,1930,Casale,US Alessandria 1912,0,0
1931-05-24,1930,Bologna,Juventus,4,0
1931-05-24,1930,US Livorno,Pro Patria,1,0
1931-05-31,1930,Genova 1893 Circolo del Calcio,Brescia,1,2
1931-05-31,1930,Unione Triestina,Milan,3,1
1931-05-31,1930,Torino,Juventus,1,1
1931-05-31,1930,Pro Vercelli,Modena FC,3,0
1931-05-31,1930,US Alessandria 1912,Napoli,4,3
1931-05-31,1930,Lazio,Legnano,4,0
1931-05-31,1930,Casale,US Livorno,3,2
1931-05-31,1930,Inter,Roma,5,0
1931-05-31,1930,Pro Patria,Bologna,1,2
1931-06-04,1930,Napoli,Milan,0,1
1931-06-04,1930,Roma,Torino,5,1
1931-06-04,1930,Modena FC,Casale,5,1
1931-06-04,1930,Pro Patria,US Alessandria 1912,0,1
1931-06-04,1930,Pro Vercelli,Genova 1893 Circolo del Calcio,0,1
1931-06-04,1930,Juventus,Lazio,3,1
1931-06-04,1930,Brescia,Bologna,2,0
1931-06-04,1930,Inter,Legnano,3,0
1931-06-04,1930,US Livorno,Unione Triestina,3,2
1931-06-07,1930,Milan,Pro Patria,1,1
1931-06-07,1930,Unione Triestina,Pro Vercelli,3,1
1931-06-07,1930,US Livorno,US Alessandria 1912,1,0
1931-06-07,1930,Legnano,Roma,0,0
1931-06-07,1930,Juventus,Modena FC,4,1
1931-06-07,1930,Genova 1893 Circolo del Calcio,Inter,1,0
1931-06-07,1930,Bologna,Napoli,2,0
1931-06-07,1930,Casale,Torino,3,1
1931-06-07,1930,Lazio,Brescia,2,1
1931-06-14,1930,Legnano,Unione Triestina,1,1
1931-06-14,1930,Torino,Milan,3,1
1931-06-14,1930,Roma,Genova 1893 Circolo del Calcio,5,0
1931-06-14,1930,Pro Patria,Pro Vercelli,2,2
1931-06-14,1930,US Alessandria 1912,Bologna,1,6
1931-06-14,1930,Modena FC,US Livorno,4,1
1931-06-14,1930,Brescia,Juventus,1,1
1931-06-14,1930,Inter,Lazio,3,2
1931-06-14,1930,Napoli,Casale,1,0
1931-06-21,1930,Milan,Roma,0,2
1931-06-21,1930,Juventus,Inter,1,0
1931-06-21,1930,Pro Vercelli,Brescia,2,0
1931-06-21,1930,Napoli,Torino,0,2
1931-06-21,1930,US Alessandria 1912,Modena FC,1,1
1931-06-21,1930,US Livorno,Legnano,2,1
1931-06-21,1930,Genova 1893 Circolo del Calcio,Pro Patria,1,0
1931-06-21,1930,Bologna,Casale,6,1
1931-06-21,1930,Lazio,Unione Triestina,1,0
1931-06-28,1930,Torino,US Alessandria 1912,4,1
1931-06-28,1930,Unione Triestina,Genova 1893 Circolo del Calcio,1,1
1931-06-28,1930,Pro Vercelli,Bologna,2,0
1931-06-28,1930,US Livorno,Juventus,1,1
1931-06-28,1930,Lazio,Modena FC,2,0
1931-06-28,1930,Casale,Milan,3,2
1931-06-28,1930,Brescia,Roma,3,2
1931-06-28,1930,Inter,Pro Patria,2,1
1931-06-28,1930,Legnano,Napoli,2,0
1931-09-20,1931,Genova 1893 Circolo del Calcio,AS Bari,3,0
1931-09-20,1931,Torino,Lazio,3,1
1931-09-20,1931,Roma,Modena FC,4,2
1931-09-20,1931,Pro Patria,Juventus,1,1
1931-09-20,1931,Bologna,Pro Vercelli,1,0
1931-09-20,1931,Milan,Fiorentina,1,1
1931-09-20,1931,Casale,Inter,3,1
1931-09-20,1931,Brescia,US Alessandria 1912,1,0
1931-09-20,1931,Napoli,Unione Triestina,4,2
1931-09-27,1931,Pro Vercelli,Casale,0,1
1931-09-27,1931,Unione Triestina,Roma,2,0
1931-09-27,1931,Lazio,Milan,0,0
1931-09-27,1931,Modena FC,Pro Patria,1,1
1931-09-27,1931,Fiorentina,Brescia,2,1
1931-09-27,1931,AS Bari,Bologna,1,2
1931-09-27,1931,Inter,Torino,1,1
1931-09-27,1931,US Alessandria 1912,Genova 1893 Circolo del Calcio,2,2
1931-09-27,1931,Juventus,Napoli,5,3
1931-10-04,1931,Roma,Pro Vercelli,2,1
1931-10-04,1931,Torino,Modena FC,6,0
1931-10-04,1931,Pro Patria,Unione Triestina,0,2
1931-10-04,1931,Napoli,AS Bari,3,0
1931-10-04,1931,Genova 1893 Circolo del Calcio,Fiorentina,1,1
1931-10-04,1931,Casale,Juventus,1,1
1931-10-04,1931,Bologna,Lazio,5,1
1931-10-04,1931,Brescia,Inter,0,2
1931-10-04,1931,Milan,US Alessandria 1912,1,1
1931-10-11,1931,Fiorentina,Bologna,1,3
1931-10-11,1931,Unione Triestina,Genova 1893 Circolo del Calcio,0,0
1931-10-11,1931,Pro Vercelli,Torino,2,0
1931-10-11,1931,Modena FC,Brescia,2,2
1931-10-11,1931,US Alessandria 1912,Roma,0,1
1931-10-11,1931,Juventus,Milan,2,0
1931-10-11,1931,AS Bari,Casale,0,1
1931-10-11,1931,Inter,Napoli,6,1
1931-10-11,1931,Lazio,Pro Patria,1,2
1931-10-18,1931,Pro Vercelli,Pro Patria,1,0
1931-10-18,1931,Unione Triestina,Fiorentina,2,1
1931-10-18,1931,Torino,Bologna,1,1
1931-10-18,1931,Roma,Juventus,2,0
1931-10-18,1931,Milan,Inter,2,3
1931-10-18,1931,Genova 1893 Circolo del Calcio,Modena FC,3,0
1931-10-18,1931,Casale,Lazio,0,1
1931-10-18,1931,AS Bari,Brescia,1,1
1931-10-18,1931,Napoli,US Alessandria 1912,1,1
1931-10-25,1931,Casale,Brescia,2,1
1931-10-25,1931,US Alessandria 1912,AS Bari,3,0
1931-10-25,1931,Pro Patria,Roma,2,2
1931-10-25,1931,Modena FC,Unione Triestina,1,1
1931-10-25,1931,Lazio,Napoli,0,2
1931-10-25,1931,Fiorentina,Torino,4,2
1931-10-25,1931,Bologna,Milan,3,0
1931-10-25,1931,Inter,Pro Vercelli,4,1
1931-10-25,1931,Juventus,Genova 1893 Circolo del Calcio,2,1
1931-11-01,1931,Genova 1893 Circolo del Calcio,Casale,3,1
1931-11-01,1931,Roma,Bologna,1,1
1931-11-01,1931,Modena FC,Inter,3,1
1931-11-01,1931,Unione Triestina,Pro Vercelli,1,1
1931-11-01,1931,Fiorentina,Lazio,2,0
1931-11-01,1931,Brescia,Torino,1,2
1931-11-01,1931,AS Bari,Pro Patria,2,1
1931-11-01,1931,Milan,Napoli,3,1
1931-11-01,1931,Juventus,US Alessandria 1912,3,0
1931-11-08,1931,Brescia,Milan,2,3
1931-11-08,1931,Torino,Pro Patria,3,1
1931-11-08,1931,Pro Vercelli,Modena FC,2,1
1931-11-08,1931,Napoli,Fiorentina,0,2
1931-11-08,1931,Casale,Roma,1,0
1931-11-08,1931,Bologna,Genova 1893 Circolo del Calcio,2,0
1931-11-08,1931,AS Bari,Juventus,0,1
1931-11-08,1931,Inter,US Alessandria 1912,4,0
1931-11-08,1931,Lazio,Unione Triestina,2,0
1931-11-22,1931,Lazio,Genova 1893 Circolo del Calcio,0,0
1931-11-22,1931,Unione Triestina,Juventus,0,1
1931-11-22,1931,Torino,AS Bari,6,1
1931-11-22,1931,Pro Patria,Brescia,0,0
1931-11-22,1931,Napoli,Casale,5,1
1931-11-22,1931,Fiorentina,Roma,3,1
1931-11-22,1931,Bologna,Inter,2,0
1931-11-22,1931,US Alessandria 1912,Pro Vercelli,4,5
1931-11-22,1931,Milan,Modena FC,5,0
1931-11-29,1931,Pro Patria,Casale,3,1
1931-11-29,1931,Roma,Napoli,1,0
1931-11-29,1931,Modena FC,Bologna,0,0
1931-11-29,1931,Juventus,Pro Vercelli,4,1
1931-11-29,1931,Brescia,Unione Triestina,2,1
1931-11-29,1931,AS Bari,Milan,2,5
1931-11-29,1931,US Alessandria 1912,Lazio,2,1
1931-11-29,1931,Inter,Fiorentina,1,1
1931-11-29,1931,Genova 1893 Circolo del Calcio,Torino,2,2
1931-12-06,1931,Fiorentina,Pro Patria,1,0
1931-12-06,1931,Unione Triestina,Inter,2,2
1931-12-06,1931,Torino,Napoli,4,1
1931-12-06,1931,Roma,Lazio,2,0
1931-12-06,1931,AS Bari,Modena FC,1,0
1931-12-06,1931,Milan,Genova 1893 Circolo del Calcio,3,0
1931-12-06,1931,Casale,US Alessandria 1912,2,2
1931-12-06,1931,Bologna,Juventus,1,1
1931-12-06,1931,Pro Vercelli,Brescia,1,0
1931-12-20,1931,Napoli,Modena FC,4,1
1931-12-20,1931,Pro Vercelli,Milan,0,2
1931-12-20,1931,Torino,Juventus,0,0
1931-12-20,1931,Pro Patria,Bologna,0,2
1931-12-20,1931,Genova 1893 Circolo del Calcio,Brescia,4,0
1931-12-20,1931,Casale,Fiorentina,3,2
1931-12-20,1931,US Alessandria 1912,Unione Triestina,4,0
1931-12-20,1931,Inter,Roma,2,1
1931-12-20,1931,Lazio,AS Bari,3,2
1931-12-27,1931,Juventus,Lazio,1,2
1931-12-27,1931,Inter,AS Bari,0,0
1931-12-27,1931,Unione Triestina,Milan,1,3
1931-12-27,1931,Roma,Torino,2,3
1931-12-27,1931,Pro Patria,US Alessandria 1912,2,1
1931-12-27,1931,Modena FC,Casale,4,1
1931-12-27,1931,Fiorentina,Pro Vercelli,1,0
1931-12-27,1931,Brescia,Bologna,0,1
1931-12-27,1931,Napoli,Genova 1893 Circolo del Calcio,3,1
1932-01-03,1931,Casale,Torino,1,1
1932-01-03,1931,Milan,Pro Patria,1,1
1932-01-03,1931,Lazio,Brescia,2,0
1932-01-03,1931,Pro Vercelli,Napoli,1,1
1932-01-03,1931,Bologna,Unione Triestina,8,0
1932-01-03,1931,AS Bari,Roma,1,2
1932-01-03,1931,US Alessandria 1912,Fiorentina,1,0
1932-01-03,1931,Juventus,Modena FC,3,0
1932-01-03,1931,Genova 1893 Circolo del Calcio,Inter,0,1
1932-01-10,1931,Brescia,Juventus,0,4
1932-01-10,1931,Unione Triestina,Casale,2,2
1932-01-10,1931,Torino,Milan,0,0
1932-01-10,1931,Roma,Genova 1893 Circolo del Calcio,6,0
1932-01-10,1931,Modena FC,Fiorentina,1,1
1932-01-10,1931,Bologna,US Alessandria 1912,3,1
1932-01-10,1931,AS Bari,Pro Vercelli,1,0
1932-01-10,1931,Inter,Lazio,2,0
1932-01-10,1931,Pro Patria,Napoli,0,0
1932-01-17,1931,Lazio,Pro Vercelli,5,0
1932-01-17,1931,Unione Triestina,Torino,1,0
1932-01-17,1931,Napoli,Brescia,1,1
1932-01-17,1931,Milan,Roma,1,2
1932-01-17,1931,Genova 1893 Circolo del Calcio,Pro Patria,4,1
1932-01-17,1931,Fiorentina,AS Bari,2,1
1932-01-17,1931,Casale,Bologna,1,5
1932-01-17,1931,US Alessandria 1912,Modena FC,5,0
1932-01-17,1931,Juventus,Inter,6,2
1932-01-24,1931,Roma,Brescia,3,1
1932-01-24,1931,Torino,US Alessandria 1912,1,3
1932-01-24,1931,Pro Vercelli,Genova 1893 Circolo del Calcio,4,2
1932-01-24,1931,Napoli,Bologna,1,1
1932-01-24,1931,Fiorentina,Juventus,1,2
1932-01-24,1931,Casale,Milan,0,1
1932-01-24,1931,AS Bari,Unione Triestina,3,2
1932-01-24,1931,Inter,Pro Patria,3,1
1932-01-24,1931,Modena FC,Lazio,3,1
1932-01-31,1931,Fiorentina,Milan,3,0
1932-01-31,1931,Unione Triestina,Napoli,1,2
1932-01-31,1931,Pro Vercelli,Bologna,1,1
1932-01-31,1931,Modena FC,Roma,2,3
1932-01-31,1931,US Alessandria 1912,Brescia,3,2
1932-01-31,1931,Juventus,Pro Patria,7,2
1932-01-31,1931,AS Bari,Genova 1893 Circolo del Calcio,4,2
1932-01-31,1931,Inter,Casale,4,0
1932-01-31,1931,Lazio,Torino,2,0
1932-02-07,1931,Genova 1893 Circolo del Calcio,US Alessandria 1912,1,2
1932-02-07,1931,Roma,Unione Triestina,1,0
1932-02-07,1931,Pro Patria,Modena FC,3,1
1932-02-07,1931,Torino,Inter,2,1
1932-02-07,1931,Casale,Pro Vercelli,0,1
1932-02-07,1931,Brescia,Fiorentina,0,1
1932-02-07,1931,Bologna,AS Bari,2,0
1932-02-07,1931,Napoli,Juventus,2,0
1932-02-07,1931,Milan,Lazio,2,0
1932-02-21,1931,Fiorentina,Genova 1893 Circolo del Calcio,2,2
1932-02-21,1931,Pro Vercelli,Roma,0,0
1932-02-21,1931,Modena FC,Torino,5,2
1932-02-21,1931,Juventus,Casale,3,2
1932-02-21,1931,Unione Triestina,Pro Patria,0,0
1932-02-21,1931,AS Bari,Napoli,0,2
1932-02-21,1931,Inter,Brescia,5,0
1932-02-21,1931,US Alessandria 1912,Milan,2,1
1932-02-21,1931,Lazio,Bologna,2,1
1932-02-28,1931,Napoli,Inter,1,0
1932-02-28,1931,Roma,US Alessandria 1912,1,2
1932-02-28,1931,Torino,Pro Vercelli,4,0
1932-02-28,1931,Pro Patria,Lazio,1,1
1932-02-28,1931,Milan,Juventus,0,0
1932-02-28,1931,Genova 1893 Circolo del Calcio,Unione Triestina,2,0
1932-02-28,1931,Casale,AS Bari,6,2
1932-02-28,1931,Bologna,Fiorentina,2,1
1932-02-28,1931,Brescia,Modena FC,2,1
1932-03-06,1931,Juventus,Roma,7,1
1932-03-06,1931,Modena FC,Genova 1893 Circolo del Calcio,0,0
1932-03-06,1931,Inter,Milan,0,0
1932-03-06,1931,Lazio,Casale,1,3
1932-03-06,1931,Pro Patria,Pro Vercelli,2,1
1932-03-06,1931,Bologna,Torino,4,2
1932-03-06,1931,US Alessandria 1912,Napoli,3,1
1932-03-06,1931,Brescia,AS Bari,0,0
1932-03-06,1931,Fiorentina,Unione Triestina,1,0
1932-03-13,1931,Milan,Bologna,1,0
1932-03-13,1931,Torino,Fiorentina,1,0
1932-03-13,1931,Roma,Pro Patria,0,0
1932-03-13,1931,Napoli,Lazio,0,0
1932-03-13,1931,Unione Triestina,Modena FC,5,2
1932-03-13,1931,Genova 1893 Circolo del Calcio,Juventus,2,0
1932-03-13,1931,Brescia,Casale,1,0
1932-03-13,1931,AS Bari,US Alessandria 1912,1,0
1932-03-13,1931,Pro Vercelli,Inter,2,0
1932-03-27,1931,Napoli,Milan,3,1
1932-03-27,1931,Torino,Brescia,4,0
1932-03-27,1931,Pro Vercelli,Unione Triestina,1,1
1932-03-27,1931,Pro Patria,AS Bari,2,2
1932-03-27,1931,Lazio,Fiorentina,1,0
1932-03-27,1931,Casale,Genova 1893 Circolo del Calcio,2,0
1932-03-27,1931,Bologna,Roma,3,0
1932-03-27,1931,US Alessandria 1912,Juventus,2,3
1932-03-27,1931,Inter,Modena FC,4,2
1932-04-03,1931,Pro Patria,Torino,2,1
1932-04-03,1931,Juventus,AS Bari,7,3
1932-04-03,1931,Unione Triestina,Lazio,3,2
1932-04-03,1931,Roma,Casale,4,0
1932-04-03,1931,US Alessandria 1912,Inter,2,1
1932-04-03,1931,Modena FC,Pro Vercelli,2,0
1932-04-03,1931,Genova 1893 Circolo del Calcio,Bologna,3,2
1932-04-03,1931,Fiorentina,Napoli,2,0
1932-04-03,1931,Milan,Brescia,2,2
1932-04-17,1931,Pro Vercelli,US Alessandria 1912,1,1
1932-04-17,1931,Roma,Fiorentina,1,1
1932-04-17,1931,Modena FC,Milan,2,1
1932-04-17,1931,Juventus,Unione Triestina,4,2
1932-04-17,1931,Casale,Napoli,1,0
1932-04-17,1931,Brescia,Pro Patria,0,0
1932-04-17,1931,AS Bari,Torino,3,2
1932-04-17,1931,Inter,Bologna,4,3
1932-04-17,1931,Genova 1893 Circolo del Calcio,Lazio,1,0
1932-04-24,1931,Lazio,US Alessandria 1912,2,2
1932-04-24,1931,Unione Triestina,Brescia,1,1
1932-04-24,1931,Torino,Genova 1893 Circolo del Calcio,3,1
1932-04-24,1931,Pro Vercelli,Juventus,1,2
1932-04-24,1931,Bologna,Modena FC,4,0
1932-04-24,1931,Milan,AS Bari,2,1
1932-04-24,1931,Fiorentina,Inter,3,0
1932-04-24,1931,Casale,Pro Patria,1,2
1932-04-24,1931,Napoli,Roma,1,0
1932-05-01,1931,Modena FC,AS Bari,0,0
1932-05-01,1931,Napoli,Torino,0,0
1932-05-01,1931,Juventus,Bologna,3,2
1932-05-01,1931,Lazio,Roma,1,4
1932-05-01,1931,Brescia,Pro Vercelli,2,0
1932-05-01,1931,Inter,Unione Triestina,4,3
1932-05-01,1931,US Alessandria 1912,Casale,1,4
1932-05-01,1931,Genova 1893 Circolo del Calcio,Milan,1,2
1932-05-01,1931,Pro Patria,Fiorentina,0,3
1932-05-15,1931,Roma,Inter,2,1
1932-05-15,1931,Unione Triestina,US Alessandria 1912,1,4
1932-05-15,1931,Modena FC,Napoli,2,2
1932-05-15,1931,Milan,Pro Vercelli,3,0
1932-05-15,1931,Fiorentina,Casale,4,1
1932-05-15,1931,Brescia,Genova 1893 Circolo del Calcio,4,2
1932-05-15,1931,AS Bari,Lazio,1,0
1932-05-15,1931,Bologna,Pro Patria,4,0
1932-05-15,1931,Juventus,Torino,3,0
1932-05-22,1931,Casale,Modena FC,4,0
1932-05-22,1931,Torino,Roma,2,1
1932-05-22,1931,Pro Vercelli,Fiorentina,1,0
1932-05-22,1931,Milan,Unione Triestina,1,1
1932-05-22,1931,US Alessandria 1912,Pro Patria,6,1
1932-05-22,1931,Genova 1893 Circolo del Calcio,Napoli,1,0
1932-05-22,1931,Bologna,Brescia,6,1
1932-05-22,1931,AS Bari,Inter,0,0
1932-05-22,1931,Lazio,Juventus,0,3
1932-05-26,1931,Napoli,Pro Vercelli,2,1
1932-05-26,1931,Pro Patria,Milan,2,0
1932-05-26,1931,Roma,AS Bari,0,0
1932-05-26,1931,Unione Triestina,Bologna,1,1
1932-05-26,1931,Fiorentina,US Alessandria 1912,0,1
1932-05-26,1931,Brescia,Lazio,1,0
1932-05-26,1931,Inter,Genova 1893 Circolo del Calcio,3,1
1932-05-26,1931,Torino,Casale,3,1
1932-05-26,1931,Modena FC,Juventus,0,1
1932-05-29,1931,Genova 1893 Circolo del Calcio,Roma,1,1
1932-05-29,1931,Pro Vercelli,AS Bari,2,0
1932-05-29,1931,Napoli,Pro Patria,1,1
1932-05-29,1931,Milan,Torino,6,1
1932-05-29,1931,Juventus,Brescia,3,0
1932-05-29,1931,Fiorentina,Modena FC,5,0
1932-05-29,1931,Casale,Unione Triestina,0,1
1932-05-29,1931,US Alessandria 1912,Bologna,3,3
1932-05-29,1931,Lazio,Inter,2,2
1932-06-05,1931,Pro Patria,Genova 1893 Circolo del Calcio,2,0
1932-06-05,1931,AS Bari,Fiorentina,3,0
1932-06-05,1931,Roma,Milan,1,0
1932-06-05,1931,Pro Vercelli,Lazio,2,2
1932-06-05,1931,Torino,Unione Triestina,1,1
1932-06-05,1931,Modena FC,US Alessandria 1912,2,1
1932-06-05,1931,Bologna,Casale,4,2
1932-06-05,1931,Inter,Juventus,2,4
1932-06-05,1931,Brescia,Napoli,1,0
1932-06-12,1931,Unione Triestina,AS Bari,2,0
1932-06-12,1931,US Alessandria 1912,Torino,1,1
1932-06-12,1931,Bologna,Napoli,2,0
1932-06-12,1931,Brescia,Roma,1,1
1932-06-12,1931,Genova 1893 Circolo del Calcio,Pro Vercelli,2,1
1932-06-12,1931,Juventus,Fiorentina,2,2
1932-06-12,1931,Lazio,Modena FC,9,1
1932-06-12,1931,Milan,Casale,4,2
1932-06-12,1931,Pro Patria,Inter,1,1
1932-09-18,1932,US Alessandria 1912,Juventus,3,2
1932-09-18,1932,AS Bari,Milan,2,2
1932-09-18,1932,Genova 1893 Circolo del Calcio,Unione Triestina,4,0
1932-09-18,1932,Inter,Pro Patria,6,2
1932-09-18,1932,Napoli,Lazio,3,1
1932-09-18,1932,Calcio Padova,Bologna,0,0
1932-09-18,1932,Pro Vercelli,US Palermo,2,0
1932-09-18,1932,Roma,Casale,2,0
1932-09-18,1932,Torino,Fiorentina,3,2
1932-09-25,1932,Bologna,AS Bari,3,0
1932-09-25,1932,Casale,Inter,2,2
1932-09-25,1932,Fiorentina,US Alessandria 1912,3,1
1932-09-25,1932,Juventus,Calcio Padova,3,1
1932-09-25,1932,Lazio,US Palermo,1,1
1932-09-25,1932,Milan,Roma,2,1
1932-09-25,1932,Pro Patria,Genova 1893 Circolo del Calcio,3,4
1932-09-25,1932,Pro Vercelli,Torino,2,3
1932-09-25,1932,Unione Triestina,Napoli,2,2
1932-10-02,1932,US Alessandria 1912,Pro Patria,1,0
1932-10-02,1932,AS Bari,Fiorentina,1,0
1932-10-02,1932,Genova 1893 Circolo del Calcio,Casale,2,0
1932-10-02,1932,Inter,Pro Vercelli,3,0
1932-10-02,1932,Napoli,Juventus,1,0
1932-10-02,1932,Calcio Padova,Milan,2,1
1932-10-02,1932,US Palermo,Bologna,0,0
1932-10-02,1932,Roma,Unione Triestina,4,0
1932-10-02,1932,Torino,Lazio,4,2
1932-10-09,1932,US Alessandria 1912,Pro Vercelli,0,0
1932-10-09,1932,Bologna,Torino,1,1
1932-10-09,1932,Casale,Pro Patria,3,2
1932-10-09,1932,Fiorentina,Inter,0,0
1932-10-09,1932,Juventus,Roma,1,0
1932-10-09,1932,Lazio,AS Bari,0,0
1932-10-09,1932,Milan,Napoli,0,3
1932-10-09,1932,Calcio Padova,Genova 1893 Circolo del Calcio,3,0
1932-10-09,1932,US Palermo,Unione Triestina,1,0
1932-10-16,1932,AS Bari,US Alessandria 1912,1,2
1932-10-16,1932,Genova 1893 Circolo del Calcio,Bologna,1,0
1932-10-16,1932,Inter,Lazio,1,2
1932-10-16,1932,Napoli,Casale,4,0
1932-10-16,1932,Pro Patria,Milan,3,1
1932-10-16,1932,Pro Vercelli,Juventus,0,2
1932-10-16,1932,Roma,Calcio Padova,1,1
1932-10-16,1932,Torino,US Palermo,0,1
1932-10-16,1932,Unione Triestina,Fiorentina,3,0
1932-10-23,1932,US Alessandria 1912,Inter,2,3
1932-10-23,1932,Bologna,Pro Vercelli,2,0
1932-10-23,1932,Casale,AS Bari,5,1
1932-10-23,1932,Fiorentina,Genova 1893 Circolo del Calcio,2,0
1932-10-23,1932,Juventus,Pro Patria,2,0
1932-10-23,1932,Lazio,Roma,2,1
1932-10-23,1932,Milan,US Palermo,2,1
1932-10-23,1932,Calcio Padova,Napoli,2,2
1932-10-23,1932,Unione Triestina,Torino,2,2
1932-11-06,1932,AS Bari,Juventus,0,4
1932-11-06,1932,Genova 1893 Circolo del Calcio,Lazio,2,1
1932-11-06,1932,Inter,Milan,5,4
1932-11-06,1932,Napoli,Fiorentina,2,1
1932-11-06,1932,US Palermo,US Alessandria 1912,1,1
1932-11-06,1932,Pro Patria,Calcio Padova,1,0
1932-11-06,1932,Pro Vercelli,Unione Triestina,3,2
1932-11-06,1932,Roma,Bologna,0,0
1932-11-06,1932,Torino,Casale,9,0
1932-11-13,1932,AS Bari,Napoli,2,4
1932-11-13,1932,Bologna,Fiorentina,1,1
1932-11-13,1932,Casale,Juventus,1,2
1932-11-13,1932,Lazio,Pro Patria,2,1
1932-11-13,1932,Milan,Genova 1893 Circolo del Calcio,4,2
1932-11-13,1932,Calcio Padova,Pro Vercelli,2,1
1932-11-13,1932,US Palermo,Roma,0,2
1932-11-13,1932,Torino,Inter,3,2
1932-11-13,1932,Unione Triestina,US Alessandria 1912,1,0
1932-11-20,1932,US Alessandria 1912,Casale,1,1
1932-11-20,1932,Fiorentina,Calcio Padova,2,2
1932-11-20,1932,Genova 1893 Circolo del Calcio,US Palermo,7,2
1932-11-20,1932,Inter,Bologna,1,1
1932-11-20,1932,Juventus,Lazio,4,0
1932-11-20,1932,Napoli,Torino,1,1
1932-11-20,1932,Pro Patria,Unione Triestina,1,2
1932-11-20,1932,Pro Vercelli,Milan,2,1
1932-11-20,1932,Roma,AS Bari,1,0
1932-12-04,1932,AS Bari,Genova 1893 Circolo del Calcio,4,2
1932-12-04,1932,Bologna,Napoli,3,1
1932-12-04,1932,Casale,Pro Vercelli,0,1
1932-12-04,1932,Lazio,US Alessandria 1912,6,0
1932-12-04,1932,Milan,Fiorentina,2,2
1932-12-04,1932,Calcio Padova,US Palermo,3,0
1932-12-04,1932,Pro Patria,Roma,1,3
1932-12-04,1932,Torino,Juventus,0,1
1932-12-04,1932,Unione Triestina,Inter,1,4
1932-12-11,1932,US Alessandria 1912,Milan,0,2
1932-12-11,1932,Casale,Bologna,3,4
1932-12-11,1932,Genova 1893 Circolo del Calcio,Torino,2,0
1932-12-11,1932,Inter,Calcio Padova,3,2
1932-12-11,1932,Juventus,Unione Triestina,6,1
1932-12-11,1932,Napoli,Pro Patria,2,1
1932-12-11,1932,US Palermo,AS Bari,1,0
1932-12-11,1932,Pro Vercelli,Lazio,1,1
1932-12-11,1932,Roma,Fiorentina,4,2
1932-12-18,1932,AS Bari,Calcio Padova,1,0
1932-12-18,1932,Bologna,US Alessandria 1912,4,0
1932-12-18,1932,Fiorentina,Casale,3,0
1932-12-18,1932,Juventus,Inter,3,0
1932-12-18,1932,Lazio,Unione Triestina,1,2
1932-12-18,1932,Milan,Torino,4,3
1932-12-18,1932,Napoli,Roma,1,2
1932-12-18,1932,US Palermo,Pro Patria,2,1
1932-12-18,1932,Pro Vercelli,Genova 1893 Circolo del Calcio,1,0
1933-01-08,1932,Bologna,Milan,2,2
1933-01-08,1932,Fiorentina,Juventus,1,0
1933-01-08,1932,Genova 1893 Circolo del Calcio,Napoli,2,2
1933-01-08,1932,Inter,US Palermo,5,1
1933-01-08,1932,Lazio,Casale,1,0
1933-01-08,1932,Calcio Padova,US Alessandria 1912,2,1
1933-01-08,1932,Pro Patria,Pro Vercelli,1,0
1933-01-08,1932,Torino,Roma,1,1
1933-01-08,1932,Unione Triestina,AS Bari,0,0
1933-01-15,1932,US Alessandria 1912,Napoli,3,2
1933-01-15,1932,AS Bari,Inter,2,3
1933-01-15,1932,Casale,US Palermo,2,1
1933-01-15,1932,Juventus,Bologna,2,2
1933-01-15,1932,Milan,Lazio,0,0
